"Y","X1","X2"
2,0.554326939220179,0.27312918928982
2,-0.280271939952888,0.755525068917924
0,1.77516336956021,-0.349018411361478
3,0.187320121673427,-0.546190759014352
3,1.14252614647565,0.234361994950301
1,0.415526133492785,-0.297828222180418
2,1.22950655592903,-0.840476132781401
2,0.236679672240931,0.826510356055471
0,-0.365382773252059,1.48369123109091
2,1.10514427225028,0.699675641418199
1,-1.09359397160108,-1.2615741511362
2,0.461870908226753,0.298271743700421
0,-1.36098453256021,-0.147807105946693
1,-1.85602715431898,-0.888922333659192
0,-0.439855409163339,1.01306585838081
2,-0.193946900574085,-0.920525082596555
2,1.39643151363809,-0.573894504193864
1,0.100663245719,1.15036548458217
2,-0.114438810048087,1.14382456210206
1,0.702225229925947,-0.239442762768268
2,0.262542670981165,-1.08680214934936
3,1.83616330184588,-0.0614469851672869
2,0.35740241881979,-0.516697344373546
3,-1.04541012650827,-1.90767368895648
1,0.620184127337731,0.107156481308445
3,0.149354529304505,-1.17737518759516
0,-1.45931685394734,1.74542691251586
0,-2.02704380077946,-0.398698526583045
2,-1.05695776024492,0.44243942439518
0,-0.728143715858865,0.450279462089082
1,-0.00821067005591938,-0.0760621578891206
2,0.847797375737756,0.297513215720422
1,-0.383491495680503,-1.19435471065916
3,-0.526511510275127,-1.99687548467608
1,-0.273225962809109,1.38851304735604
1,-0.605741605348354,-0.082483573565011
0,-0.33286730546774,0.392514487605017
2,-0.241537545517952,-1.08276971342343
1,-0.862775399222633,1.60212039143709
0,-0.846970752447282,1.00406896944236
2,0.100340345082963,0.379895700157524
3,1.59003352696834,-0.56550536431604
2,0.566494876111756,-1.21377809780239
1,1.61447949380622,-1.36430159260496
2,-0.468650159224997,-1.41613295003786
1,-0.726101400548042,-0.255578030421819
1,-1.02333900186344,-1.22542595393505
1,-1.93781552657884,0.213834264499421
0,0.27714728924503,0.067223555567545
0,1.40835366660647,0.856635112998544
