"Y","X1","X2"
1,0.613784261269562,1.21035507385189
2,0.412614524009462,-0.478916568364813
0,-0.458893669472827,1.12618090061749
2,-0.673178501475235,-1.46148450642605
0,0.193054296525611,1.20848814048507
3,1.38292905677137,-1.12860670346451
2,0.0649673389934917,-0.445000943092566
3,2.30224370063562,-0.344749615919918
1,-2.0836777869565,0.234729245549544
1,-1.15714922517102,-0.396946086815499
2,0.623805645342875,-1.16238114595822
1,-1.52285908477579,-0.738410201042021
0,-2.61105599486257,0.52518624674527
3,2.52657381957514,-2.10939283397583
1,0.377890534834126,0.865714654279718
2,0.0284466252388712,1.31907717493675
0,-0.706028546211971,0.223666067636623
3,0.634799653537203,-0.169399850270627
3,1.1688280616373,-0.603351123276372
0,-0.308182664071665,0.884171927059795
0,-0.70378085432066,-0.745728674960581
1,-1.2699934760652,0.968556084899886
1,0.0955769805415473,1.94223208859837
2,-0.446568925532539,-1.00595408926932
0,-1.70938163615005,1.3543028097344
0,-1.44222321757492,-0.149410606273729
3,1.27316842494669,-0.318085106485433
2,0.765854837114042,-0.240948061433448
1,-0.93039560760766,-0.55647785732958
2,1.44803991135711,-0.0534663847820041
3,-0.512486889349231,-1.25362960284146
2,2.33605742997312,1.3223083720037
2,0.65472797806935,0.286047171705906
1,-0.139395432678892,0.402353027355531
0,-0.503982377668361,0.805387465543593
1,0.0572839579415072,0.320867893076437
1,-1.43987968590468,-0.416773006827925
3,1.25484565153479,-0.88347868761615
2,0.419987880419492,-0.325643907945463
2,0.105962080972537,-0.561407473117926
1,0.0899305223770395,1.81526230225362
0,-2.38110393076915,-0.00144437769902672
1,2.90568856731812,0.686486451599363
1,0.256785279212694,0.135727536645742
3,0.156277424877981,0.0429864294812523
0,-1.28491395665948,2.04075954284502
1,-0.448597573988953,0.817265667638321
0,-1.58960481579755,2.01192403429804
3,-1.25601580077777,-2.22706384909534
1,-0.106843605648587,-0.757103876130385
1,-1.27483113261834,0.166490740303318
1,-1.10380668697732,-1.14368882519058
2,0.135233016658755,0.631908584326491
1,0.333342620546769,-0.186253104395553
0,-1.03840506746613,0.176604086383942
3,0.21971193953556,-0.448519424230868
1,0.397292797135961,-0.447281694274705
1,1.4595506205012,0.81986692500132
0,-1.16374582486577,-0.24821377893634
2,-1.35499783870925,-0.451230449850938
3,1.07227483521908,-1.14995077237414
3,1.07000249137355,-2.88626847293194
0,-0.166770620758731,1.67678676137858
1,1.11405762819464,0.319645045079686
1,-2.23159457887817,-1.29284736474367
2,1.58415584870517,0.0909684952181412
2,-1.09162572919091,-0.837727461014691
1,0.476942318074517,1.47189795345616
3,0.334858131437933,0.116512618562897
1,0.16588456864353,-1.71660258319562
2,0.338407299178964,-0.00965850989940593
3,0.653596618576969,-0.647755896433241
0,-0.902883749664823,1.45450983920419
1,-0.028594981893961,0.0941659749262591
0,-0.728241539409962,0.41448338965088
1,-0.133624609972763,0.175836766992346
1,0.788151938866188,-1.12077586821244
2,-0.918335867006611,-1.06060936952438
1,1.35195917940194,2.84237101066486
3,0.561280863546626,-2.28132237895521
3,1.32219398731492,-2.35897696082052
1,0.95426507079401,0.191431414905038
3,0.876563155507997,-1.06859869697495
2,0.681676145666167,-0.013114549269443
3,0.433397662053474,-0.868311321731313
2,1.52915334952411,-0.81209360447141
0,-2.06645711683169,1.00352522315428
1,0.877878056213785,0.185811455400243
1,1.43308160691755,1.44070035553031
3,0.0965246198205186,-2.93566208673992
0,-2.31863014490328,-0.860275560676048
1,-0.460478915408075,0.268728559203429
0,-1.01563516298689,0.578674424968486
2,-0.941725972455178,-0.516363735712644
0,1.37492925505555,-0.376960484980015
2,0.142114050563098,-0.787057699218971
1,0.474430603526514,-0.508141526010546
3,-1.48142555669938,-0.828468958503441
2,1.5110907856218,1.5742255204577
3,0.10460346050594,-1.46707051553322
2,2.10781520961588,1.15818398297688
3,1.5773812203536,-0.0743208252399273
2,0.0614950365526024,1.53704030178455
1,-0.23792899100294,0.20184750407686
3,-0.177306880016449,-1.81236564088409
3,-1.17393025023171,0.689345911354187
3,3.58886362013207,0.00134576132195521
3,1.22834779179572,-0.743340758895552
3,0.962649781625414,-0.706404224544853
3,0.180371257660452,-0.261251789454791
1,0.150124760530125,0.0345982071431261
1,0.411332809543705,0.758697457143582
3,1.9914143385541,-1.33003279553699
0,1.37163499253219,2.07983421181675
1,0.0208647918040163,0.240472631555675
0,-1.87129978055213,1.38188018577434
0,0.126354954448535,0.250775513853419
1,-1.01061546236963,-0.291073069741642
1,0.381258559975658,0.180450874714329
